City,Year,Weekly_Pay,Type
Swansea,2023,660.3323926657423,forecast
Swansea,2024,626.8110113599198,forecast
Swansea,2025,641.424590641398,forecast
Swansea,2026,643.0151682375209,forecast
Swansea,2027,682.9738505420765,forecast
Swansea,2028,693.6166415161276,forecast
Swansea,2029,724.6696760098216,forecast
Swansea,2030,695.8713269457803,forecast
Swansea,2031,713.4379812321633,forecast
Swansea,2032,727.7719622998435,forecast
Swansea,2033,774.8688781553806,forecast
Swansea,2034,807.9404864313792,forecast
Swansea,2035,774.548768834094,forecast
Truro,2023,551.2602106102919,forecast
Truro,2024,582.8519134551436,forecast
Truro,2025,585.1022611021298,forecast
Truro,2026,627.0633631287856,forecast
Truro,2027,569.5778737050794,forecast
Truro,2028,616.6734055655913,forecast
Truro,2029,632.572832005475,forecast
Truro,2030,612.724900081145,forecast
Truro,2031,658.2760916296727,forecast
Truro,2032,674.2702646177459,forecast
Truro,2033,705.3016714439523,forecast
Truro,2034,749.8893368788521,forecast
Truro,2035,734.1061906496983,forecast
Wakefield,2023,540.1444080660069,forecast
Wakefield,2024,574.1482392653387,forecast
Wakefield,2025,611.0618750144944,forecast
Wakefield,2026,579.0904547710651,forecast
Wakefield,2027,593.1086072811505,forecast
Wakefield,2028,638.0078376427232,forecast
Wakefield,2029,633.4263948661861,forecast
Wakefield,2030,665.1238715042172,forecast
Wakefield,2031,663.1593060579662,forecast
Wakefield,2032,691.4752860533683,forecast
Wakefield,2033,665.8482140967354,forecast
Wakefield,2034,700.9329575387858,forecast
Wakefield,2035,709.1435712514839,forecast
Wells,2023,563.9316945907867,forecast
Wells,2024,569.255501072028,forecast
Wells,2025,639.4789796384282,forecast
Wells,2026,627.5804136035218,forecast
Wells,2027,624.8132760990495,forecast
Wells,2028,661.9691495799644,forecast
Wells,2029,706.5750605968766,forecast
Wells,2030,635.3940007947217,forecast
Wells,2031,669.0009502889646,forecast
Wells,2032,697.3509020613794,forecast
Wells,2033,770.9442650647828,forecast
Wells,2034,755.4995672272372,forecast
Wells,2035,781.6246781083745,forecast
Westminster,2023,851.5192843276909,forecast
Westminster,2024,864.2756620689564,forecast
Westminster,2025,905.0968665369767,forecast
Westminster,2026,910.4109406946667,forecast
Westminster,2027,931.6924062437002,forecast
Westminster,2028,930.7126264905131,forecast
Westminster,2029,951.5468297651814,forecast
Westminster,2030,961.7511635404911,forecast
Westminster,2031,985.37662849353,forecast
Westminster,2032,998.2893380843726,forecast
Westminster,2033,966.6365074719542,forecast
Westminster,2034,967.6347385697601,forecast
Westminster,2035,1038.969209902801,forecast
Winchester,2023,768.4518821540639,forecast
Winchester,2024,718.943556163578,forecast
Winchester,2025,706.3950001525408,forecast
Winchester,2026,769.3805843104338,forecast
Winchester,2027,801.9410398875018,forecast
Winchester,2028,835.4450475007847,forecast
Winchester,2029,810.9624345048657,forecast
Winchester,2030,797.09647344288,forecast
Winchester,2031,793.1268755553647,forecast
Winchester,2032,827.6519843522019,forecast
Winchester,2033,829.3701695390366,forecast
Winchester,2034,820.1530400711579,forecast
Winchester,2035,912.9667998521476,forecast
Wolverhampton,2023,627.6259513789449,forecast
Wolverhampton,2024,632.9514771817562,forecast
Wolverhampton,2025,605.1298093901061,forecast
Wolverhampton,2026,667.5534832224861,forecast
Wolverhampton,2027,683.0914234911847,forecast
Wolverhampton,2028,699.0605362275838,forecast
Wolverhampton,2029,738.6742816936727,forecast
Wolverhampton,2030,744.8198015579843,forecast
Wolverhampton,2031,767.8932234528312,forecast
Wolverhampton,2032,786.0749951819025,forecast
Wolverhampton,2033,799.712277915077,forecast
Wolverhampton,2034,770.3011919269136,forecast
Wolverhampton,2035,834.8760622167041,forecast
Worcester,2023,585.7577765406395,forecast
Worcester,2024,573.4845171726575,forecast
Worcester,2025,677.0667308932733,forecast
Worcester,2026,689.026085116254,forecast
Worcester,2027,687.8776178802781,forecast
Worcester,2028,663.6469876613074,forecast
Worcester,2029,708.559781605073,forecast
Worcester,2030,676.9551079182395,forecast
Worcester,2031,693.427745924942,forecast
Worcester,2032,663.1529664876018,forecast
Worcester,2033,720.4850303572248,forecast
Worcester,2034,720.3793128461475,forecast
Worcester,2035,688.0054949645207,forecast
Wrexham,2023,624.8715716021903,forecast
Wrexham,2024,642.6687477576402,forecast
Wrexham,2025,713.7724165975133,forecast
Wrexham,2026,707.10072260485,forecast
Wrexham,2027,701.0046564539335,forecast
Wrexham,2028,726.2384236690726,forecast
Wrexham,2029,739.1116345585266,forecast
Wrexham,2030,750.79466811312,forecast
Wrexham,2031,744.789636328967,forecast
Wrexham,2032,789.4357442662623,forecast
Wrexham,2033,791.3873421004024,forecast
Wrexham,2034,795.8794592372351,forecast
Wrexham,2035,863.7454685699664,forecast
York,2023,638.6904450899035,forecast
York,2024,609.1324905780301,forecast
York,2025,663.2264029619046,forecast
York,2026,705.4401487518896,forecast
York,2027,724.68631798026,forecast
York,2028,741.8224793862299,forecast
York,2029,738.1972583556012,forecast
York,2030,736.8138993867201,forecast
York,2031,749.4807852257043,forecast
York,2032,798.442378062099,forecast
York,2033,817.0604558790471,forecast
York,2034,854.6945729312428,forecast
York,2035,868.478459498841,forecast
